FIGHTER 1,HEIGHT 1,WEIGHT 1,REACH 1,STANCE 1,DATE OF BIRTH 1,SIGNIFICANT STRIKES LANDED PER MINUTE 1,SIGNIFICANT STRIKING ACCURACY 1,SIGNIFICANT STRIKES ABSORBED PER MINUTE 1,SIGNIFICANT STRIKE DEFENCE 1,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 1,TAKE DOWN ACCURACY 1,TAKEDOWN DEFENSE 1,AVERAGE SUBMISSIONS 1,WIN/LOSS PERCENTAGE 1,WINS 1,LOSSES 1,DRAWS 1,NO CONTESTS 1,FIGHTER 2,HEIGHT 2,WEIGHT 2,REACH 2,STANCE 2,DATE OF BIRTH 2,SIGNIFICANT STRIKES LANDED PER MINUTE 2,SIGNIFICANT STRIKING ACCURACY 2,SIGNIFICANT STRIKES ABSORBED PER MINUTE 2,SIGNIFICANT STRIKE DEFENCE 2,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 2,TAKE DOWN ACCURACY 2,TAKEDOWN DEFENSE 2,AVERAGE SUBMISSIONS 2,WIN/LOSS PERCENTAGE 2,WINS 2,LOSSES 2,DRAWS 2,NO CONTESTS 2,WINNER
Antonio Carlos Junior,74.0,185.0,79.0,Orthodox,34.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,0.647,11.0,5.0,0.0,1.0,Ian Heinisch,71.0,185.0,72.0,Orthodox,36.0,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7,0.737,14.0,5.0,0.0,0.0,0
Denis Tiuliulin,73.0,185.0,77.0,Orthodox,36.0,4.5,0.41,6.15,0.36,0.0,0.0,0.73,0.0,0.5,10.0,9.0,0.0,1.0,Jamie Pickett,74.0,185.0,80.0,Orthodox,36.0,2.84,0.48,3.92,0.49,1.44,0.4,0.69,0.1,0.565,13.0,10.0,0.0,0.0,1
Chad Mendes,66.0,145.0,66.0,Orthodox,39.0,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,0.783,18.0,5.0,0.0,0.0,Yaotzin Meza,69.0,145.0,71.0,Orthodox,43.0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,0.636,21.0,11.0,0.0,1.0,1
Ross Pearson,68.0,155.0,69.0,Orthodox,40.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,0.541,20.0,16.0,0.0,1.0,Francisco Trinaldo,69.0,170.0,70.0,Southpaw,46.0,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,0.757,28.0,9.0,0.0,0.0,0
Thiago Alves,69.0,170.0,70.0,Orthodox,41.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,0.605,23.0,15.0,0.0,0.0,Karo Parisyan,70.0,170.0,72.0,Orthodox,42.0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,0.667,24.0,11.0,0.0,1.0,1
Nick Osipczak,74.0,170.0,76.0,Orthodox,40.0,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,0.667,6.0,3.0,0.0,0.0,Greg Soto,71.0,170.0,73.0,Orthodox,38.0,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0,0.692,9.0,4.0,0.0,0.0,0
Johny Hendricks,69.0,185.0,69.0,Southpaw,41.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,0.692,18.0,8.0,0.0,0.0,Ricardo Funch,70.0,170.0,74.0,Southpaw,44.0,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,0.6,9.0,6.0,0.0,0.0,1
Ignacio Bahamondes,75.0,155.0,75.0,Orthodox,27.0,6.97,0.46,4.36,0.57,0.0,0.0,0.85,0.4,0.737,14.0,5.0,0.0,0.0,Trey Ogden,71.0,155.0,72.0,Orthodox,35.0,3.64,0.47,4.02,0.58,1.29,0.16,1.0,0.8,0.696,16.0,6.0,0.0,1.0,1
Andre Petroski,72.0,185.0,73.0,Switch,33.0,3.61,0.51,3.03,0.51,4.48,0.54,0.71,2.5,0.769,10.0,3.0,0.0,0.0,Michel Pereira,73.0,185.0,73.0,Orthodox,31.0,5.09,0.53,3.74,0.58,1.56,0.55,0.94,0.6,0.69,29.0,11.0,0.0,2.0,0
Elizeu Zaleski Dos Santos,71.0,170.0,73.0,Orthodox,38.0,4.52,0.42,3.33,0.57,0.43,0.13,0.68,0.4,0.75,24.0,7.0,1.0,0.0,Nicolas Dalby,71.0,170.0,74.0,Orthodox,40.0,4.03,0.43,3.43,0.52,1.11,0.3,0.6,0.1,0.767,23.0,4.0,1.0,2.0,0
John Makdessi,68.0,155.0,68.0,Orthodox,39.0,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0,0.667,18.0,9.0,0.0,0.0,Ross Pearson,68.0,155.0,69.0,Orthodox,40.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,0.541,20.0,16.0,0.0,1.0,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,39.0,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,0.742,23.0,8.0,0.0,0.0,Brandon Moreno,67.0,125.0,70.0,Orthodox,31.0,3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5,0.677,21.0,8.0,2.0,0.0,0
Urijah Faber,66.0,135.0,67.0,Orthodox,45.0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0.761,35.0,11.0,0.0,0.0,Ivan Menjivar,66.0,145.0,64.0,Orthodox,42.0,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,0.676,25.0,12.0,0.0,0.0,1
Alatengheili,65.0,135.0,66.0,Orthodox,33.0,2.88,0.33,5.03,0.58,1.82,0.4,0.72,0.0,0.593,16.0,9.0,2.0,0.0,Ryan Benoit,65.0,125.0,68.0,Orthodox,35.0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,0.556,10.0,8.0,0.0,0.0,1
Chase Hooper,73.0,155.0,74.0,Southpaw,25.0,4.86,0.51,3.59,0.36,1.42,0.22,0.55,2.2,0.765,13.0,3.0,1.0,0.0,Felipe Colares,68.0,145.0,69.0,Orthodox,30.0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,0.714,10.0,4.0,0.0,0.0,1
Glover Teixeira,74.0,205.0,76.0,Orthodox,45.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.786,33.0,9.0,0.0,0.0,James Te Huna,74.0,185.0,75.0,Orthodox,43.0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,0.64,16.0,9.0,0.0,0.0,1
Dong Hyun Ma,71.0,155.0,70.0,Orthodox,36.0,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,0.533,16.0,11.0,3.0,0.0,Brendan O'reilly,67.0,170.0,69.0,Orthodox,37.0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,0.6,6.0,3.0,0.0,1.0,1
Kendall Grove,78.0,185.0,79.0,Orthodox,42.0,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,0.561,23.0,17.0,0.0,1.0,Jake Rosholt,73.0,185.0,0.0,Orthodox,42.0,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,0.667,12.0,5.0,0.0,1.0,1
Maurice Greene,79.0,258.0,80.0,Orthodox,38.0,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4,0.562,9.0,7.0,0.0,0.0,Michel Batista,75.0,260.0,0.0,Orthodox,40.0,0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0,0.667,4.0,1.0,0.0,1.0,1
Misha Cirkunov,75.0,205.0,77.0,Orthodox,37.0,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7,0.625,15.0,9.0,0.0,0.0,Ion Cutelaba,73.0,205.0,75.0,Southpaw,31.0,4.63,0.43,3.29,0.48,4.75,0.58,0.77,0.0,0.607,17.0,9.0,1.0,1.0,1
Eddie Alvarez,69.0,155.0,69.0,Orthodox,40.0,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,0.806,29.0,6.0,0.0,1.0,Dustin Poirier,69.0,155.0,72.0,Southpaw,35.0,5.49,0.5,4.3,0.53,1.36,0.36,0.63,1.2,0.763,29.0,8.0,0.0,1.0,3
Wilson Reis,64.0,125.0,65.0,Southpaw,39.0,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,0.697,23.0,10.0,0.0,0.0,John Moraga,66.0,125.0,66.0,Orthodox,40.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,0.731,19.0,7.0,0.0,0.0,0
Walt Harris,77.0,250.0,77.0,Southpaw,41.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,0.542,13.0,10.0,0.0,1.0,Marcin Tybura,75.0,249.0,78.0,Orthodox,39.0,3.55,0.48,3.35,0.55,1.39,0.33,0.79,0.1,0.75,24.0,8.0,0.0,0.0,0
Tamdan Mccrory,76.0,185.0,76.0,Switch,38.0,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,0.737,14.0,5.0,0.0,0.0,Ryan Madigan,72.0,170.0,0.0,Orthodox,0.0,0.0,0.0,3.35,0.47,0.0,0.0,0.0,0.0,0.625,5.0,3.0,0.0,0.0,1
Krzysztof Jotko,73.0,185.0,77.0,Southpaw,35.0,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,0.8,24.0,6.0,0.0,0.0,Gerald Meerschaert,73.0,185.0,77.0,Southpaw,37.0,3.3,0.44,3.5,0.53,2.01,0.37,0.34,1.5,0.673,35.0,17.0,0.0,0.0,1
Daniel Cormier,71.0,235.0,72.0,Orthodox,45.0,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,0.846,22.0,3.0,0.0,1.0,Patrick Cummins,74.0,205.0,76.0,Orthodox,44.0,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0.588,10.0,7.0,0.0,0.0,1
Brendan Allen,74.0,185.0,75.0,Orthodox,29.0,3.87,0.54,3.6,0.46,1.36,0.47,0.58,1.7,0.821,23.0,5.0,0.0,0.0,Jacob Malkoun,69.0,185.0,73.0,Orthodox,29.0,3.89,0.56,2.49,0.5,7.2,0.44,0.0,0.5,0.7,7.0,3.0,0.0,0.0,1
Phil Davis,74.0,205.0,79.0,Orthodox,40.0,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,0.773,17.0,4.0,0.0,1.0,Brian Stann,73.0,205.0,74.0,Orthodox,44.0,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,0.667,12.0,6.0,0.0,0.0,1
Matt Mitrione,75.0,265.0,82.0,Switch,46.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,0.706,12.0,5.0,0.0,0.0,Philip De Fries,77.0,250.0,79.0,Orthodox,38.0,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,0.632,12.0,6.0,0.0,1.0,1
John Phillips,71.0,185.0,75.0,Southpaw,39.0,1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0,0.647,22.0,11.0,0.0,1.0,Charles Byrd,70.0,185.0,73.0,Orthodox,41.0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,0.588,10.0,7.0,0.0,0.0,0
George Sotiropoulos,70.0,155.0,71.0,Orthodox,47.0,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,0.667,14.0,7.0,0.0,0.0,George Roop,73.0,135.0,72.0,Orthodox,43.0,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,0.517,15.0,13.0,1.0,0.0,1
Alex White,72.0,155.0,71.0,Southpaw,36.0,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,0.684,13.0,6.0,0.0,0.0,Rafael Fiziev,68.0,155.0,71.0,Switch,31.0,4.9,0.51,4.97,0.49,0.29,0.4,0.89,0.0,0.8,12.0,3.0,0.0,0.0,0
Michael Johnson,70.0,155.0,73.0,Southpaw,38.0,4.27,0.39,3.83,0.57,0.62,0.41,0.81,0.0,0.548,23.0,19.0,0.0,0.0,Paul Sass,72.0,155.0,73.0,Orthodox,36.0,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,0.875,14.0,2.0,0.0,0.0,0
Tyson Griffin,66.0,145.0,68.0,Orthodox,40.0,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0.667,16.0,8.0,0.0,0.0,Marcus Aurelio,70.0,155.0,74.0,Orthodox,51.0,1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,0.688,22.0,10.0,0.0,0.0,1
Nate Diaz,72.0,170.0,76.0,Southpaw,39.0,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,0.629,22.0,13.0,0.0,0.0,Conor Mcgregor,69.0,155.0,74.0,Southpaw,36.0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,0.786,22.0,6.0,0.0,0.0,0
Thales Leites,73.0,185.0,78.0,Orthodox,43.0,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0.757,28.0,9.0,0.0,0.0,Chris Camozzi,74.0,185.0,75.0,Orthodox,38.0,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,0.649,24.0,13.0,0.0,0.0,1
Al Iaquinta,70.0,155.0,70.0,Orthodox,37.0,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2,0.636,14.0,7.0,1.0,0.0,Mitch Clarke,70.0,155.0,73.0,Orthodox,39.0,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,0.688,11.0,5.0,0.0,0.0,0
Thiago Santos,74.0,205.0,76.0,Orthodox,40.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,0.667,22.0,11.0,0.0,0.0,Nate Marquardt,72.0,185.0,74.0,Orthodox,45.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0.625,35.0,19.0,2.0,0.0,1
Andy Ogle,68.0,145.0,69.0,Orthodox,35.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,0.6,9.0,6.0,0.0,0.0,Maximo Blanco,68.0,145.0,71.0,Orthodox,41.0,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,0.545,12.0,8.0,1.0,1.0,0
Tim Boetsch,72.0,185.0,74.0,Orthodox,43.0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,0.618,21.0,13.0,0.0,0.0,Ed Herman,73.0,205.0,77.0,Orthodox,44.0,3.31,0.48,3.71,0.42,1.96,0.47,0.59,1.0,0.614,27.0,16.0,0.0,1.0,0
Blagoy Ivanov,71.0,250.0,73.0,Southpaw,38.0,3.25,0.4,4.2,0.53,0.69,0.4,0.61,0.1,0.731,19.0,6.0,0.0,1.0,Augusto Sakai,75.0,265.0,77.0,Orthodox,33.0,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,0.727,16.0,5.0,1.0,0.0,0
Cortney Casey,67.0,125.0,67.0,Orthodox,37.0,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,0.5,10.0,10.0,0.0,0.0,Jj Aldrich,65.0,125.0,67.0,Southpaw,32.0,4.05,0.46,4.53,0.6,0.71,0.25,0.66,0.0,0.684,13.0,6.0,0.0,0.0,0
Paul Varelans,80.0,300.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.0,9.0,0.0,0.0,Mark Hall,72.0,190.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,5.0,6.0,0.0,0.0,1
Mark Weir,74.0,185.0,0.0,Southpaw,57.0,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,0.525,21.0,18.0,1.0,0.0,Eugene Jackson,68.0,185.0,0.0,Orthodox,58.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,0.6,15.0,9.0,1.0,0.0,1
Wu Yanan,68.0,135.0,66.0,Orthodox,28.0,4.23,0.41,4.95,0.49,0.62,0.3,0.63,0.2,0.684,13.0,6.0,0.0,0.0,Mizuki,63.0,115.0,65.0,Orthodox,30.0,4.56,0.5,5.62,0.48,0.33,0.14,0.85,0.0,0.714,15.0,6.0,0.0,0.0,0
Efrain Escudero,69.0,155.0,71.0,Orthodox,38.0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,0.7,28.0,12.0,0.0,0.0,Phillipe Nover,69.0,145.0,72.0,Orthodox,40.0,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,0.55,11.0,8.0,1.0,0.0,1
Mike Pyle,72.0,170.0,74.0,Orthodox,49.0,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,0.643,27.0,14.0,1.0,0.0,Sean Spencer,70.0,170.0,74.0,Orthodox,37.0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,0.667,12.0,6.0,0.0,0.0,1
Ryan Bader,74.0,205.0,74.0,Orthodox,41.0,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,0.821,23.0,5.0,0.0,0.0,Ilir Latifi,70.0,230.0,73.0,Orthodox,42.0,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3,0.63,17.0,9.0,0.0,1.0,1
Khalid Taha,65.0,135.0,69.0,Orthodox,32.0,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2,0.684,13.0,5.0,0.0,1.0,Nad Narimani,68.0,145.0,70.0,Orthodox,37.0,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,0.75,12.0,4.0,0.0,0.0,0
Bryan Barberena,72.0,185.0,72.0,Southpaw,35.0,5.53,0.48,4.74,0.44,0.14,0.22,0.49,0.3,0.621,18.0,11.0,0.0,0.0,Rafael Dos Anjos,68.0,155.0,70.0,Southpaw,40.0,3.52,0.47,3.19,0.6,2.01,0.35,0.56,0.6,0.681,32.0,15.0,0.0,0.0,0
Daniel Cormier,71.0,235.0,72.0,Orthodox,45.0,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,0.846,22.0,3.0,0.0,1.0,Derrick Lewis,75.0,260.0,79.0,Orthodox,39.0,2.43,0.5,2.48,0.4,0.53,0.26,0.53,0.0,0.675,27.0,12.0,0.0,1.0,1
Jussier Formiga,65.0,125.0,67.0,Orthodox,39.0,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,0.742,23.0,8.0,0.0,0.0,Dustin Ortiz,65.0,125.0,65.0,Orthodox,36.0,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,0.704,19.0,8.0,0.0,0.0,1
Jamahal Hill,76.0,205.0,79.0,Southpaw,33.0,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0,0.857,12.0,1.0,0.0,1.0,Klidson Abreu,72.0,205.0,74.0,Orthodox,32.0,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,0.75,15.0,4.0,0.0,1.0,3
Jack Hermansson,73.0,185.0,77.0,Orthodox,36.0,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4,0.75,24.0,8.0,0.0,0.0,Kelvin Gastelum,69.0,170.0,71.0,Southpaw,33.0,3.55,0.41,3.23,0.58,0.96,0.3,0.59,0.1,0.643,18.0,9.0,0.0,1.0,1
Cody Mckenzie,72.0,155.0,72.0,Switch,37.0,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,0.615,16.0,10.0,0.0,0.0,Marcus Levesseur,69.0,155.0,70.0,Southpaw,42.0,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,0.759,22.0,7.0,0.0,0.0,1
Jose Aldo,67.0,135.0,70.0,Orthodox,38.0,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,0.795,31.0,8.0,0.0,0.0,Ricardo Lamas,68.0,145.0,71.0,Orthodox,42.0,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0.714,20.0,8.0,0.0,0.0,1
Sam Stout,69.0,155.0,70.0,Orthodox,40.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,0.606,20.0,12.0,1.0,0.0,Kj Noons,70.0,155.0,70.0,Orthodox,42.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,0.565,13.0,9.0,0.0,1.0,0
Cristiane Justino,68.0,145.0,68.0,Orthodox,39.0,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,0.875,21.0,2.0,0.0,1.0,Lina Lansberg,67.0,135.0,65.0,Orthodox,42.0,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,0.556,10.0,8.0,0.0,0.0,1
Christos Giagos,70.0,155.0,71.0,Orthodox,34.0,2.98,0.42,2.95,0.51,2.93,0.37,0.52,0.4,0.645,20.0,11.0,0.0,0.0,Carlton Minus,70.0,170.0,75.0,Orthodox,31.0,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0,0.714,10.0,3.0,0.0,1.0,1
Tyron Woodley,69.0,170.0,74.0,Orthodox,42.0,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4,0.704,19.0,7.0,1.0,0.0,Stephen Thompson,72.0,170.0,75.0,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0,0.68,17.0,7.0,1.0,0.0,2
Shamil Gamzatov,74.0,205.0,76.0,Orthodox,34.0,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,0.933,14.0,1.0,0.0,0.0,Klidson Abreu,72.0,205.0,74.0,Orthodox,32.0,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,0.75,15.0,4.0,0.0,1.0,1
Josh Koscheck,70.0,170.0,73.0,Orthodox,47.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0.607,17.0,11.0,0.0,0.0,Robbie Lawler,71.0,170.0,74.0,Southpaw,42.0,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,0.638,30.0,16.0,0.0,1.0,0
Ricardo Abreu,71.0,185.0,0.0,Orthodox,40.0,3.79,0.31,3.98,0.68,2.13,0.42,1.0,0.7,0.833,5.0,1.0,0.0,0.0,Jake Collier,75.0,230.0,78.0,Orthodox,36.0,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,0.565,13.0,10.0,0.0,0.0,0
Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,43.0,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,0.714,20.0,8.0,0.0,0.0,Chris Daukaus,75.0,205.0,76.0,Orthodox,35.0,6.05,0.5,4.64,0.55,0.0,0.0,1.0,0.0,0.632,12.0,7.0,0.0,0.0,0
Jorge Rivera,73.0,185.0,73.0,Orthodox,52.0,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,0.69,20.0,9.0,0.0,0.0,Edwin Dewees,73.0,185.0,0.0,Orthodox,42.0,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,0.679,38.0,17.0,0.0,1.0,1
Randy Couture,73.0,205.0,75.0,Orthodox,61.0,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,0.633,19.0,11.0,0.0,0.0,Tony Halme,75.0,300.0,0.0,Orthodox,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
Frankie Edgar,66.0,135.0,68.0,Orthodox,43.0,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,0.657,23.0,11.0,1.0,0.0,Jeremy Stephens,69.0,145.0,71.0,Orthodox,38.0,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4,0.583,28.0,19.0,0.0,1.0,1
Junior Albini,75.0,264.0,74.0,Orthodox,33.0,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,0.7,14.0,6.0,0.0,0.0,Jairzinho Rozenstruik,74.0,242.0,78.0,Orthodox,36.0,2.81,0.45,3.15,0.45,0.0,0.0,0.73,0.0,0.722,13.0,5.0,0.0,0.0,0
Nasrat Haqparast,70.0,155.0,72.0,Southpaw,29.0,5.78,0.44,5.25,0.64,0.31,0.2,0.78,0.0,0.762,16.0,5.0,0.0,0.0,Rafa Garcia,67.0,155.0,70.0,Orthodox,30.0,4.19,0.42,4.21,0.61,3.61,0.44,0.79,0.3,0.842,16.0,3.0,0.0,0.0,1
Nathaniel Wood,66.0,145.0,69.0,Orthodox,31.0,5.91,0.5,4.22,0.56,1.74,0.48,0.7,0.5,0.769,20.0,6.0,0.0,0.0,Jose Quinonez,68.0,135.0,69.0,Southpaw,34.0,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,0.643,9.0,5.0,0.0,0.0,1
Cody Brundage,72.0,185.0,72.0,Orthodox,30.0,1.8,0.55,2.51,0.43,2.69,0.52,0.73,1.1,0.667,10.0,5.0,0.0,0.0,Nick Maximov,72.0,185.0,76.0,Southpaw,27.0,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2,0.8,8.0,2.0,0.0,0.0,0
Derek Brunson,73.0,185.0,77.0,Southpaw,40.0,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,0.719,23.0,9.0,0.0,0.0,Lyoto Machida,73.0,185.0,74.0,Southpaw,46.0,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0.75,24.0,8.0,0.0,0.0,1
Urijah Faber,66.0,135.0,67.0,Orthodox,45.0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0.761,35.0,11.0,0.0,0.0,Alex Caceres,70.0,145.0,73.0,Southpaw,36.0,4.16,0.5,2.93,0.63,0.56,0.68,0.64,0.7,0.583,21.0,14.0,0.0,1.0,1
John Makdessi,68.0,155.0,68.0,Orthodox,39.0,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0,0.667,18.0,9.0,0.0,0.0,Lando Vannata,69.0,155.0,71.0,Orthodox,32.0,4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3,0.571,12.0,7.0,2.0,0.0,0
Steve Bruno,70.0,170.0,0.0,Orthodox,43.0,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4,0.714,15.0,6.0,0.0,0.0,Johnny Rees,72.0,170.0,0.0,Orthodox,42.0,3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0,0.684,13.0,5.0,0.0,1.0,1
Abdul Razak Alhassan,70.0,185.0,73.0,Orthodox,39.0,3.37,0.48,3.99,0.55,0.89,0.38,0.5,0.2,0.667,12.0,6.0,0.0,0.0,Omari Akhmedov,72.0,185.0,73.0,Orthodox,37.0,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,0.75,21.0,6.0,1.0,0.0,0
Rafael Dos Anjos,68.0,155.0,70.0,Southpaw,40.0,3.52,0.47,3.19,0.6,2.01,0.35,0.56,0.6,0.681,32.0,15.0,0.0,0.0,Tony Ferguson,71.0,155.0,76.0,Orthodox,40.0,4.94,0.45,4.41,0.55,0.39,0.35,0.67,0.9,0.722,26.0,10.0,0.0,0.0,0
Karo Parisyan,70.0,170.0,72.0,Orthodox,42.0,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,0.667,24.0,11.0,0.0,1.0,Dennis Hallman,69.0,155.0,72.0,Orthodox,49.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,0.697,53.0,20.0,2.0,1.0,0
Demian Maia,73.0,170.0,72.0,Southpaw,47.0,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,0.718,28.0,11.0,0.0,0.0,Belal Muhammad,71.0,170.0,72.0,Orthodox,36.0,4.55,0.43,3.64,0.57,1.98,0.35,0.93,0.2,0.852,23.0,3.0,0.0,1.0,0
Glover Teixeira,74.0,205.0,76.0,Orthodox,45.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.786,33.0,9.0,0.0,0.0,Jamahal Hill,76.0,205.0,79.0,Southpaw,33.0,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0,0.857,12.0,1.0,0.0,1.0,0
